ID,Nombre,P_comestible,Energia_kcal,Agua_g,Alcohol_g,Proteinas_g,HC_g,Almidon_g,Azucares_sencillos_g,Azucares_libres_g,Fibra_g,Grasa_total_g,AGS_g,AGM_g,AGP_g,Colesterol_mg,VitA_ug,Retinol_ug,Carotenoides_ug,VitD_ug,VitE_mg,VitK_ug,VitB1_mg,VitB2_mg,Niacina_mg,VitB6_mg,Folato_ug,VitB12_ug,VitC_mg,Biotina_ug,Pantotenico_mg,Calcio_mg,Fosforo_mg,Magnesio_mg,Hierro_mg,Sodio_mg,Cinc_mg,Iodo_ug,Manganeso_mg,Potasio_mg,Selenio_ug,Cobre_mg
060507,Hígado de cordero,1.0,137.0,70.7,0.0,20.7,2.2,2.2,0.0,0.0,0.0,5.0,1.7,1.2,0.75,371.0,20010.0,20000.0,60.0,1.2,0.4,,,,,,,,,,,,,,,,,,,,,
060508,Hígado de pollo,1.0,136.0,72.0,0.0,22.1,1.2,1.2,0.0,0.0,0.0,4.7,1.6,1.1,0.75,492.0,33.0,33.0,0.0,1.3,0.4,80.0,,,,,,,,,,,,,,,,,,,,
060509,Hígado de ternera,1.0,136.0,71.8,0.0,19.4,4.2,4.2,0.0,0.0,0.0,4.6,1.5,0.9,0.8,333.0,19745.0,19727.0,102.0,0.44,0.28,92.0,,,,,,,,,,,,,,,,,,,,
060510,Hígado de vaca,1.0,130.0,71.8,0.0,19.5,5.3,5.3,0.0,0.0,0.0,3.4,1.3,0.45,0.74,261.0,18000.0,17720.0,1680.0,1.7,0.7,33.0,,,,,,,,,,,,,,,,,,,,
060511,Lengua de buey,0.7,224.0,64.2,0.0,16.0,3.7,3.7,0.0,0.0,0.0,16.1,7.0,7.2,0.9,105.0,4.0,4.0,0.0,1.7,0.26,,,,,,,,,,,,,,,,,,,,,
060512,Lengua de cerdo,0.84,157.0,73.7,0.0,16.0,0.0,0.0,0.0,0.0,0.0,10.3,3.6,4.9,1.1,116.0,0.0,0.0,0.0,0.0,0.51,,,,,,,,,,,,,,,,,,,,,
060513,Lengua de cordero,0.57,193.0,70.1,0.0,15.3,0.0,0.0,0.0,0.0,0.0,14.6,5.6,7.2,0.9,180.0,0.0,0.0,0.0,0.0,0.21,,,,,,,,,,,,,,,,,,,,,
060514,Lengua de ternera,0.8,148.0,73.7,0.0,17.8,0.0,0.0,0.0,0.0,0.0,8.5,3.0,3.3,0.4,62.0,0.0,0.0,,0.0,0.3,,,,,,,,,,,,,,,,,,,,,
060515,Lengua de vaca,1.0,219.0,65.3,0.0,14.9,3.7,3.7,0.0,0.0,0.0,16.1,7.0,7.2,0.9,87.0,0.0,0.0,0.0,1.7,0.1,,,,,,,,,,,,,,,,,,,,,
060516,Molleja de cordero,1.0,131.0,76.9,0.0,15.3,0.0,0.0,0.0,0.0,0.0,7.8,3.0,2.4,0.32,260.0,0.0,0.0,0.0,0.0,0.44,,,,,,,,,,,,,,,,,,,,,
060517,Molleja de ternera,1.0,303.0,57.7,0.0,11.5,0.0,0.0,0.0,0.0,0.0,28.6,12.3,8.1,0.65,217.0,19.0,19.0,0.0,0.63,3.0,0.2,,,,,,,,,,,,,,,,,,,,
060518,Pulmón de cerdo,0.87,80.7,83.2,0.0,14.1,0.0,0.0,0.0,0.0,0.0,2.7,0.96,0.61,0.35,320.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,
060519,Pulmón de cordero,0.76,90.2,80.7,0.0,16.7,0.0,0.0,0.0,0.0,0.0,2.6,0.89,0.67,0.35,,27.0,27.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,
060520,Pulmón de ternera,0.76,87.3,81.3,0.0,16.2,0.0,0.0,0.0,0.0,0.0,2.5,0.86,0.64,0.34,242.0,14.0,14.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,
060521,Riñón de cerdo,0.9,102.0,79.3,0.0,16.9,0.0,0.0,0.0,0.0,0.0,3.8,1.2,0.57,1.1,385.0,60.0,60.0,0.0,0.0,0.45,12.0,,,,,,,,,,,,,,,,,,,,
060522,Riñón de cordero,0.93,90.3,80.8,0.0,16.5,0.0,0.0,0.0,0.0,0.0,2.7,0.9,0.6,0.4,400.0,105.0,105.0,0.0,0.0,0.45,12.0,,,,,,,,,,,,,,,,,,,,
060523,Riñón de ternera,1.0,131.0,76.2,0.0,16.7,0.0,0.0,0.0,0.0,0.0,7.1,2.1,1.5,1.4,380.0,419.0,419.0,0.0,1.0,0.2,12.0,,,,,,,,,,,,,,,,,,,,
060524,Sangre de cerdo,1.0,76.0,81.2,0.0,18.5,0.06,0.0,0.06,0.0,0.0,0.2,0.01,0.01,0.12,40.0,30.0,30.0,0.0,0.1,0.4,,,,,,,,,,,,,,,,,,,,,
060525,Seso de cerdo,0.98,123.0,80.4,0.0,10.6,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.6,1.4,2550.0,9.0,9.0,0.0,0.0,1.2,30.0,,,,,,,,,,,,,,,,,,,,
060526,Seso de cordero,1.0,133.0,79.7,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.3,2.4,2.1,1.3,2100.0,0.0,0.0,,0.0,1.2,30.0,,,,,,,,,,,,,,,,,,,,
060527,Seso de ternera,1.0,109.0,82.3,0.0,10.1,0.0,0.0,0.0,0.0,0.0,7.6,1.8,1.5,0.88,2000.0,7.0,0.0,,0.0,1.2,30.0,,,,,,,,,,,,,,,,,,,,
060601,Butifarra,0.97,238.0,62.4,0.0,10.0,5.5,2.7,2.8,2.8,0.0,19.6,6.8,8.9,3.0,50.0,0.0,0.0,,0.01,0.01,5.0,,,,,,,,,,,,,,,,,,,,
060602,Cabeza de jabalí,0.94,534.0,29.8,0.0,19.4,0.2,0.0,0.2,0.2,0.0,50.6,20.6,23.1,4.0,80.0,,0.0,,0.5,0.07,5.0,,,,,,,,,,,,,,,,,,,,
060603,Chistorra,1.0,519.0,33.3,0.0,15.3,0.9,0.0,0.9,0.9,0.0,50.5,26.8,18.7,2.6,76.0,0.0,0.0,0.0,0.0,0.57,6.0,,,,,,,,,,,,,,,,,,,,
060604,Chopped de cerdo,1.0,293.0,53.7,0.0,14.4,3.1,2.6,0.48,0.48,0.0,24.8,8.5,11.3,2.1,70.0,0.0,0.0,0.0,0.0,0.07,5.0,,,,,,,,,,,,,,,,,,,,
060605,Chorizo,0.99,356.0,43.7,0.0,21.2,1.9,0.0,1.9,1.9,0.0,29.3,12.4,13.1,2.5,72.6,0.0,0.0,0.0,0.0,0.29,6.0,,,,,,,,,,,,,,,,,,,,
060606,Foie gras,1.0,324.0,53.3,0.0,11.9,2.7,0.0,2.7,2.7,0.0,29.5,8.2,11.4,3.0,170.0,5068.0,5068.0,0.0,0.3,0.44,20.0,,,,,,,,,,,,,,,,,,,,
060607,Fuet,0.97,438.0,34.4,0.0,19.3,1.4,1.3,0.09,0.09,0.0,39.5,14.1,18.6,4.7,77.7,0.0,0.0,0.0,0.0,0.27,10.0,,,,,,,,,,,,,,,,,,,,
060608,Jamón cocido,1.0,213.0,57.4,0.0,19.1,9.9,0.0,9.9,9.9,0.0,10.8,3.5,4.3,1.7,60.4,0.0,0.0,0.0,0.0,0.08,11.0,,,,,,,,,,,,,,,,,,,,
060609,Jamón cocido enlatado,1.0,120.0,72.9,0.0,18.4,0.0,0.0,0.0,0.0,0.0,5.1,1.9,2.1,0.6,68.0,0.0,0.0,,0.0,0.08,11.0,,,,,,,,,,,,,,,,,,,,
060610,Jamón ibérico,1.0,375.0,34.3,0.0,43.2,0.1,0.0,0.1,0.1,0.0,22.4,6.5,13.2,2.5,,0.0,0.0,0.0,0.0,0.08,11.0,,,,,,,,,,,,,,,,,,,,
060611,Jamón serrano,1.0,136.0,69.5,0.0,21.4,0.0,0.0,0.0,0.0,0.0,5.6,1.9,2.7,0.66,70.9,0.0,0.0,0.0,0.0,0.08,11.0,,,,,,,,,,,,,,,,,,,,
060612,Lomo embuchado,0.99,308.0,48.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,20.0,7.5,8.4,1.4,172.0,0.0,0.0,0.0,0.0,0.28,11.0,,,,,,,,,,,,,,,,,,,,
060613,Longaniza,1.0,348.0,47.5,0.0,25.0,0.0,0.0,0.0,0.0,0.0,27.5,11.3,1.5,4.7,88.5,13.0,11.0,,0.0,0.29,6.0,,,,,,,,,,,,,,,,,,,,
060614,Morcilla de arroz,0.97,256.0,55.1,0.0,6.9,16.7,14.7,2.0,2.0,1.3,17.7,8.1,5.6,0.9,64.3,4.1,4.1,0.0,0.17,0.31,5.0,,,,,,,,,,,,,,,,,,,,
060615,Mortadela,1.0,266.0,60.5,0.0,11.9,1.3,1.3,0.0,0.0,0.0,23.7,8.3,9.9,2.1,73.9,0.0,0.0,0.0,0.0,0.09,7.0,,,,,,,,,,,,,,,,,,,,
060616,Pechuga de pavo embutido,1.0,81.5,79.8,0.0,15.2,3.7,3.2,0.5,0.5,0.0,0.65,0.18,0.21,0.15,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
060617,Salami,1.0,444.0,33.3,0.0,21.0,1.7,1.7,0.0,0.0,0.1,39.2,14.6,17.6,4.5,79.0,0.0,0.0,0.0,0.0,0.78,9.0,,,,,,,,,,,,,,,,,,,,
060618,Salchicha fresca,1.0,309.0,55.4,0.0,13.1,0.9,0.51,0.39,0.39,0.0,28.1,10.5,12.3,2.6,67.0,0.0,0.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,
060619,Salchicha tipo Frankfurt,1.0,243.0,62.3,0.0,13.1,1.4,0.75,0.64,0.64,0.0,20.5,7.4,8.2,1.9,93.4,9.6,9.6,0.0,0.27,0.23,9.0,,,,,,,,,,,,,,,,,,,,
060620,Salchichón,0.97,438.0,34.4,0.0,19.3,1.4,1.3,0.09,0.09,0.0,39.5,14.1,18.6,4.7,77.7,0.0,0.0,0.0,0.0,0.27,10.0,,,,,,,,,,,,,,,,,,,,
060621,Sobrasada,1.0,595.0,26.7,0.0,13.0,0.0,0.0,0.0,0.0,0.0,60.3,20.3,28.4,8.8,72.0,0.0,0.0,0.0,0.0,0.57,6.0,,,,,,,,,,,,,,,,,,,,
060701,Cabrito,0.75,122.0,75.8,0.0,19.2,0.0,0.0,0.0,0.0,0.0,5.0,1.5,2.2,0.39,56.0,0.0,0.0,0.0,0.4,0.09,15.0,,,,,,,,,,,,,,,,,,,,
060702,Carne de caballo,1.0,108.0,76.3,0.0,20.6,0.4,0.4,0.0,0.0,0.0,2.7,0.96,1.1,0.57,54.0,21.0,21.0,0.0,0.0,0.67,7.0,,,,,,,,,,,,,,,,,,,,
060703,Carne de conejo grasa,0.68,204.0,66.2,0.0,18.1,0.4,0.0,0.4,0.0,0.0,14.4,5.7,2.9,4.4,65.0,0.34,0.34,0.0,0.0,0.4,4.0,,,,,,,,,,,,,,,,,,,,
060704,"Carne de conejo, grasa y magra",0.68,138.0,70.9,0.0,22.1,0.5,0.0,0.0,0.0,0.0,5.3,2.1,1.1,1.6,65.0,0.0,0.0,0.0,0.0,0.16,4.0,,,,,,,,,,,,,,,,,,,,
060705,Carne de jabalí,1.0,162.0,71.2,0.0,19.5,0.0,0.0,0.0,0.0,0.0,9.3,3.3,4.5,0.72,63.0,0.0,0.0,,0.2,0.01,5.0,,,,,,,,,,,,,,,,,,,,
060706,Conejo,0.62,88.4,74.9,0.0,10.4,0.0,0.0,0.0,0.0,0.0,5.2,1.8,1.4,1.5,52.0,0.0,0.0,0.0,0.0,0.09,4.0,,,,,,,,,,,,,,,,,,,,
060707,Liebre,0.8,113.0,75.4,0.0,21.6,0.0,0.0,0.0,0.0,0.0,3.0,0.9,0.82,0.58,65.0,0.0,0.0,0.0,0.0,0.27,6.0,,,,,,,,,,,,,,,,,,,,
060708,Lomo de conejo,0.68,102.0,75.3,0.0,23.7,0.6,0.0,0.6,0.0,0.0,0.6,0.24,0.12,0.18,65.0,0.0,0.0,0.0,0.0,0.01,4.0,,,,,,,,,,,,,,,,,,,,
060709,Pierna de conejo,0.83,137.0,72.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,5.9,2.3,1.2,1.8,52.0,0.0,0.0,0.0,0.0,0.13,4.0,,,,,,,,,,,,,,,,,,,,
060710,Venado magro deshuesado,1.0,103.0,76.2,0.0,22.2,0.0,0.0,0.0,0.0,0.0,1.6,0.8,0.4,0.4,50.0,0.0,0.0,0.0,,0.2,,,,,,,,,,,,,,,,,,,,,
070101,Abadejo,0.56,74.0,82.5,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.8,0.14,0.088,0.27,71.0,14.0,14.0,,0.0,0.5,0.01,,,,,,,,,,,,,,,,,,,,
070102,Bacaladilla,0.64,84.4,80.9,0.0,17.5,0.0,0.0,0.0,0.0,0.0,1.6,0.4,0.4,0.3,110.0,4.2,4.2,0.0,0.1,0.56,0.02,,,,,,,,,,,,,,,,,,,,
070103,Bacalao fresco,0.89,79.8,81.3,0.0,17.7,0.0,0.0,0.0,0.0,0.0,1.0,0.13,0.1,0.39,34.0,6.5,6.5,0.0,1.3,1.0,0.01,,,,,,,,,,,,,,,,,,,,
070104,Besugo,0.55,88.6,80.1,0.0,18.1,0.0,0.0,0.0,0.0,0.0,1.8,0.4,0.6,0.3,56.5,9.0,9.0,0.0,0.19,1.5,0.04,,,,,,,,,,,,,,,,,,,,
070105,Breca,0.55,74.6,82.6,0.0,15.4,1.0,0.0,1.0,0.0,0.0,1.0,0.25,0.18,0.27,48.0,9.0,9.0,0.0,0.19,1.5,0.04,,,,,,,,,,,,,,,,,,,,
070106,Cabracho,0.5,91.3,79.3,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.7,0.4,0.3,0.5,35.0,57.0,57.0,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,
070107,Cazón,0.8,82.9,78.5,0.0,18.7,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.2,0.3,51.0,70.0,70.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
070108,Dorada,0.55,230.0,63.7,0.0,18.1,1.3,0.0,1.3,0.0,0.0,16.9,3.4,4.3,3.1,93.7,83.4,83.4,0.0,1.5,15.8,0.04,,,,,,,,,,,,,,,,,,,,
070109,Gallo,0.56,81.5,82.0,0.0,16.1,0.0,0.0,0.0,0.0,0.0,1.9,0.33,0.39,0.61,60.2,0.0,0.0,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,
070110,Lenguado,0.7,83.7,80.7,0.0,17.5,0.5,0.0,0.5,0.0,0.0,1.3,0.2,0.3,0.5,56.6,0.0,0.0,0.0,0.0,1.1,0.2,,,,,,,,,,,,,,,,,,,,
070111,Lubina,0.84,97.9,78.4,0.0,19.3,0.0,0.0,0.0,0.0,0.0,2.3,0.41,0.61,0.6,80.0,27.0,27.0,,0.0,0.5,0.02,,,,,,,,,,,,,,,,,,,,
070112,Merluza,0.85,63.8,86.3,0.0,11.9,0.0,0.0,0.0,0.0,0.0,1.8,0.35,0.43,0.46,67.0,17.0,17.0,,0.0,0.35,0.02,,,,,,,,,,,,,,,,,,,,
070113,Mero,0.57,70.3,83.3,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.7,0.16,0.14,0.23,37.0,43.0,43.0,0.0,0.0,0.8,0.02,,,,,,,,,,,,,,,,,,,,
070114,Mújol,0.49,124.0,74.5,0.0,20.4,0.8,0.0,0.8,0.0,0.0,4.3,1.3,0.94,0.81,81.0,37.0,37.0,0.0,0.0,1.0,0.01,,,,,,,,,,,,,,,,,,,,
070115,Panga,1.0,65.6,83.8,0.0,13.4,0.3,0.0,0.3,0.0,0.0,1.2,0.47,0.44,0.17,29.8,2.0,,,0.05,0.16,,,,,,,,,,,,,,,,,,,,,
070116,Perca,1.0,88.8,79.8,0.0,18.6,0.0,0.0,0.0,0.0,0.0,1.6,0.24,0.63,0.43,42.0,9.0,9.0,0.0,,1.3,,,,,,,,,,,,,,,,,,,,,
070117,Pescadilla,0.75,74.0,82.5,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.8,0.09,0.23,0.17,56.8,30.0,30.0,0.0,0.0,0.5,0.02,,,,,,,,,,,,,,,,,,,,
070118,Platija,0.71,85.9,80.9,0.0,17.2,0.0,0.0,0.0,0.0,0.0,1.9,1.1,0.4,0.13,63.0,10.0,10.0,0.0,0.0,0.36,0.2,,,,,,,,,,,,,,,,,,,,
070119,Rape,0.9,65.6,84.5,0.0,14.9,0.0,0.0,0.0,0.0,0.0,0.67,0.17,0.11,0.31,25.0,12.0,12.0,,0.0,0.85,0.02,,,,,,,,,,,,,,,,,,,,
070120,Raya,0.55,97.3,77.3,0.0,20.6,0.8,0.0,0.8,0.0,0.0,1.3,0.29,0.29,0.53,65.0,27.0,27.0,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,
070121,Rodaballo,0.48,82.1,81.6,0.0,16.7,0.0,0.0,0.0,0.0,0.0,1.7,0.53,0.39,0.56,25.0,11.0,11.0,,0.0,0.4,0.2,,,,,,,,,,,,,,,,,,,,
070122,Rosada,0.8,70.5,81.4,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.07,0.17,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,
070201,Anguila,0.67,281.0,60.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,24.5,5.7,9.5,3.2,164.0,980.0,980.0,0.0,20.0,4.1,0.02,,,,,,,,,,,,,,,,,,,,
070202,Angula,1.0,205.0,68.2,0.0,16.3,0.0,0.0,0.0,0.0,0.0,15.5,3.2,9.9,1.5,50.0,1043.0,1043.0,0.0,110.0,5.6,0.02,,,,,,,,,,,,,,,,,,,,
070203,Arenque,0.5,233.0,64.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,17.8,3.3,2.9,3.1,77.0,38.0,38.0,0.0,27.0,1.5,0.02,,,,,,,,,,,,,,,,,,,,
070204,Atún,0.58,226.0,63.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,15.5,4.1,3.4,4.4,48.0,655.0,655.0,0.0,4.5,1.0,0.03,,,,,,,,,,,,,,,,,,,,
070205,Bonito,0.9,153.0,69.3,0.0,24.7,0.0,0.0,0.0,0.0,0.0,6.0,1.5,1.2,2.6,45.0,16.0,16.0,,5.0,0.9,0.04,,,,,,,,,,,,,,,,,,,,
070206,Boquerón,0.79,142.0,72.0,0.0,21.5,0.5,0.0,0.5,0.0,0.0,6.0,2.3,0.81,2.3,69.0,31.9,31.9,0.0,7.0,0.02,0.09,,,,,,,,,,,,,,,,,,,,
070207,Caballa,0.71,182.0,69.4,0.0,18.7,0.0,0.0,0.0,0.0,0.0,11.9,3.4,2.4,2.5,76.0,100.0,100.0,0.0,4.0,1.3,5.0,,,,,,,,,,,,,,,,,,,,
070208,Carpa,0.54,114.0,77.3,0.0,18.0,0.0,0.0,0.0,0.0,0.0,4.7,0.9,1.6,0.8,67.0,44.0,44.0,0.0,0.01,0.63,0.02,,,,,,,,,,,,,,,,,,,,
070209,Congrio,0.75,123.0,75.0,0.0,19.0,1.4,0.0,1.4,0.0,0.0,4.6,0.9,1.5,0.6,40.0,1043.0,500.0,0.0,22.0,4.1,0.03,,,,,,,,,,,,,,,,,,,,
070210,Jurel,0.71,118.0,75.6,0.0,19.8,0.8,0.0,0.8,0.0,0.0,3.9,0.79,0.69,0.51,79.0,12.0,12.0,0.0,16.0,2.6,0.02,,,,,,,,,,,,,,,,,,,,
070211,Palometa,0.6,125.0,75.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0,0.7,0.3,0.8,79.0,36.0,36.0,0.0,16.0,2.6,0.02,,,,,,,,,,,,,,,,,,,,
070212,Pescaditos,1.0,79.8,83.8,0.0,11.4,1.8,0.0,1.8,0.0,0.0,3.0,1.2,0.4,1.2,34.5,28.0,28.0,0.0,8.0,0.02,0.02,,,,,,,,,,,,,,,,,,,,
070213,Pez espada,0.94,117.0,76.2,0.0,19.4,0.0,0.0,0.0,0.0,0.0,4.4,1.2,1.7,1.2,39.0,20.0,20.0,0.0,7.2,1.0,0.02,,,,,,,,,,,,,,,,,,,,
070214,Salmon,0.79,191.0,67.3,0.0,20.6,0.0,0.0,0.0,0.0,0.0,12.1,2.1,3.7,3.3,48.1,13.3,13.3,0.0,9.9,2.0,0.4,,,,,,,,,,,,,,,,,,,,
070215,Salmonete,0.74,109.0,77.5,0.0,18.7,0.0,0.0,0.0,0.0,0.0,3.8,0.9,0.88,1.4,70.0,9.0,9.0,0.0,0.8,0.51,0.3,,,,,,,,,,,,,,,,,,,,
070216,Sardina,0.68,157.0,72.6,0.0,18.0,0.0,0.0,0.0,0.0,0.0,9.4,2.6,2.9,2.9,79.8,62.9,62.9,0.0,7.9,1.6,0.09,,,,,,,,,,,,,,,,,,,,
070217,Sargo,0.54,104.0,79.6,0.0,15.0,1.0,0.0,1.0,0.0,0.0,4.4,0.57,0.85,2.5,70.0,48.0,48.0,0.0,0.0,0.4,0.02,,,,,,,,,,,,,,,,,,,,
070218,Trucha,0.52,136.0,74.6,0.0,18.8,0.0,0.0,0.0,0.0,0.0,6.7,1.7,2.0,2.2,67.2,34.5,34.5,0.0,2.0,1.5,0.3,,,,,,,,,,,,,,,,,,,,
070301,Merluza congelada,0.83,81.2,82.2,0.0,15.8,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.4,1.1,60.0,17.0,17.0,,0.0,0.42,0.01,,,,,,,,,,,,,,,,,,,,
070302,Pescadilla congelada,0.75,54.6,87.4,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.82,0.2,0.3,0.3,19.0,30.0,30.0,0.0,0.0,0.36,0.02,,,,,,,,,,,,,,,,,,,,
070401,Anchoa en aceite,1.0,253.0,55.8,0.0,28.6,0.37,0.0,0.37,0.0,0.0,15.2,2.8,2.8,8.3,70.6,67.4,67.4,0.0,11.8,0.98,0.04,,,,,,,,,,,,,,,,,,,,
070402,Atún al natural,1.0,99.4,75.9,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.1,0.2,51.0,17.0,17.0,0.0,4.0,0.55,0.03,,,,,,,,,,,,,,,,,,,,
070403,Atún en aceite,1.0,208.0,60.8,0.0,24.8,0.0,0.0,0.0,0.0,0.0,12.1,1.8,3.6,5.6,39.8,62.2,62.2,0.0,4.9,6.3,0.04,,,,,,,,,,,,,,,,,,,,
070404,Atún en escabeche,1.0,99.4,75.9,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.6,0.23,0.1,0.21,51.0,65.0,65.0,0.0,4.0,0.55,0.03,,,,,,,,,,,,,,,,,,,,
070405,Bonito en aceite,1.0,203.0,63.6,0.0,24.9,0.0,0.0,0.0,0.0,0.0,11.5,1.8,3.1,5.4,46.7,26.0,26.0,0.0,3.1,7.2,0.04,,,,,,,,,,,,,,,,,,,,
070406,Bonito en aceite de soja,1.0,207.0,59.1,0.0,32.2,0.0,0.0,0.0,0.0,0.0,8.7,1.8,1.8,4.2,33.0,18.0,18.0,,3.1,7.2,0.04,,,,,,,,,,,,,,,,,,,,
070407,Caballa en aceite,1.0,217.0,63.1,0.0,22.5,0.6,0.0,0.6,0.0,0.0,13.8,2.3,5.9,3.4,66.9,125.0,125.0,0.0,2.9,1.5,5.0,,,,,,,,,,,,,,,,,,,,
070408,Melva en aceite de oliva,1.0,184.0,63.2,0.0,27.5,2.0,,,0.0,0.0,7.3,1.1,5.5,0.65,40.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
070409,Sardina con salsa de tomate,1.0,174.0,68.4,0.0,13.8,1.9,0.0,1.9,1.9,0.0,12.3,3.3,3.9,3.8,78.5,13.2,4.7,50.8,7.5,0.52,0.06,,,,,,,,,,,,,,,,,,,,
070410,Sardina en aceite,1.0,218.0,58.9,0.0,23.9,0.0,0.0,0.0,0.0,0.0,13.6,2.8,4.7,4.9,65.0,49.0,49.0,0.0,8.2,0.3,0.04,,,,,,,,,,,,,,,,,,,,
070411,Sardina en escabeche,1.0,131.0,76.7,0.0,15.0,0.8,0.0,0.8,0.0,0.0,7.5,2.6,1.8,2.3,100.0,32.0,32.0,0.0,7.0,1.6,0.03,,,,,,,,,,,,,,,,,,,,
070412,Sardinilla en aceite,1.0,218.0,58.9,0.0,23.9,0.0,0.0,0.0,0.0,0.0,13.6,2.8,4.7,4.9,65.0,49.0,49.0,0.0,8.2,0.3,0.04,,,,,,,,,,,,,,,,,,,,
070501,Salmon ahumado,1.0,140.0,67.7,0.0,25.4,0.0,0.0,0.0,0.0,0.0,4.3,0.8,1.8,1.4,35.0,26.0,26.0,0.0,19.0,1.7,0.3,,,,,,,,,,,,,,,,,,,,
070601,Almeja,0.25,76.6,82.1,0.0,15.4,1.5,0.0,1.5,0.0,0.0,1.0,0.3,0.2,0.2,34.0,90.0,90.0,0.0,0.0,0.4,0.1,,,,,,,,,,,,,,,,,,,,
070602,Berberecho,0.2,82.6,80.6,0.0,16.9,1.5,0.0,1.5,0.0,0.0,1.0,0.3,0.2,0.2,34.0,,,,0.0,0.4,0.1,,,,,,,,,,,,,,,,,,,,
070603,Bogavante,0.3,83.5,79.4,0.0,15.9,0.7,0.0,0.7,0.0,0.0,1.9,0.24,0.45,0.68,89.0,1.0,1.0,0.0,0.0,1.5,0.04,,,,,,,,,,,,,,,,,,,,
070604,Calamar,0.7,80.6,81.7,0.0,16.3,0.7,0.0,0.7,0.0,0.0,1.4,0.41,0.1,0.5,168.0,77.0,77.0,0.0,0.0,2.7,0.07,,,,,,,,,,,,,,,,,,,,
070605,Cangrejo y similares,0.44,124.0,75.4,0.0,19.5,0.0,0.0,0.0,0.0,0.0,5.1,0.69,1.1,2.2,100.0,31.0,31.0,,0.0,2.3,0.04,,,,,,,,,,,,,,,,,,,,
070606,Centollo,0.44,127.0,74.7,0.0,20.1,0.0,0.0,0.0,0.0,0.0,5.2,0.71,1.2,2.2,100.0,52.0,52.0,,0.0,2.3,0.05,,,,,,,,,,,,,,,,,,,,
070607,Chipirón,0.7,80.6,81.7,0.0,16.3,0.7,,0.0,0.0,0.0,1.4,0.41,0.1,0.5,168.0,77.0,10.0,0.0,0.0,2.7,,,,,,,,,,,,,,,,,,,,,
070608,Cigala,0.5,85.4,80.4,0.0,17.7,0.5,0.0,0.5,0.0,0.0,1.4,0.22,0.22,0.5,105.0,16.0,16.0,0.0,0.0,1.5,0.5,,,,,,,,,,,,,,,,,,,,
070609,Gamba roja,0.4,94.2,78.7,0.0,18.0,1.5,0.0,1.5,0.0,0.0,1.8,0.33,0.46,0.66,185.0,54.0,54.0,0.0,0.01,1.5,0.04,,,,,,,,,,,,,,,,,,,,
070610,Langosta,0.47,83.9,80.4,0.0,17.2,1.3,0.0,1.3,0.0,0.0,1.1,0.13,0.13,0.55,140.0,25.0,25.0,0.0,0.0,1.5,0.04,,,,,,,,,,,,,,,,,,,,
070611,Langostino,0.4,110.0,73.4,0.0,24.3,1.5,0.0,1.5,0.0,0.0,0.8,0.2,0.1,0.22,185.0,,,,0.01,1.5,0.04,,,,,,,,,,,,,,,,,,,,
070612,Mejillón,0.25,72.4,84.4,0.0,10.2,3.4,0.0,3.4,0.0,0.0,2.0,0.59,0.27,0.53,126.0,48.0,48.0,0.0,0.0,0.75,0.1,,,,,,,,,,,,,,,,,,,,
070613,Ostra,0.15,66.0,85.0,0.0,9.0,4.8,0.0,4.8,0.0,0.0,1.2,0.42,0.13,0.28,123.0,90.0,90.0,0.0,0.54,0.85,0.1,,,,,,,,,,,,,,,,,,,,
070614,Percebe,0.15,66.4,83.9,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.4,0.01,0.01,0.01,14.0,0.0,0.0,0.0,0.0,0.85,0.05,,,,,,,,,,,,,,,,,,,,
